Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Tokkan', 'YAVUZ', '05379199371', 'ERKEK', '1976-02-23 0:0:0', 267);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Belgin', 'KÖKSAL', '05318896604', 'KADIN', '1979-01-18 0:0:0', 146);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Anber', 'ACAR', '05333754941', 'KADIN', '1974-08-20 0:0:0', 272);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Aydıntan', 'ERKAN', '05394035390', 'ERKEK', '1948-07-18 0:0:0', 178);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Abdulhaşim', 'AKPINAR', '05354373118', 'ERKEK', '1972-08-09 0:0:0', 75);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Boğa', 'GÖZKAYA', '05324031018', 'ERKEK', '1979-06-15 0:0:0', 848);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Usal', 'BAYRAKÇI', '05383977437', 'ERKEK', '1977-11-19 0:0:0', 818);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Neval', 'BARDAKÇI', '05303288961', 'KADIN', '1968-05-23 0:0:0', 646);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Abdülgafur', 'GÜNDÜZ', '05375960356', 'ERKEK', '1994-11-19 0:0:0', 598);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Acarbegüm', 'ÇELİK', '05309060970', 'KADIN', '1994-03-21 0:0:0', 326);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Pehman', 'YAZICI EROL', '05341899485', 'KADIN', '1962-04-27 0:0:0', 495);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Dorak', 'ÜZÜM', '05391706433', 'ERKEK', '1954-05-11 0:0:0', 160);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Hemdem', 'KAYABAŞ', '05352501167', 'ERKEK', '1974-07-17 0:0:0', 62);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('İmhan', 'BÜKÜLMEZ', '05323147704', 'KADIN', '1996-04-19 0:0:0', 69);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ergüden', 'GÖK', '05371842679', 'ERKEK', '1955-07-07 0:0:0', 762);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Yaybüke', 'TEZEL', '05396942324', 'ERKEK', '1983-01-19 0:0:0', 677);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Gök', 'İÇBAY', '05362185668', 'KADIN', '1991-03-17 0:0:0', 864);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Bayrualp', 'KESER', '05382448134', 'ERKEK', '1998-07-08 0:0:0', 39);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Eda', 'TAY', '05316588652', 'KADIN', '1968-06-26 0:0:0', 816);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Oktürk', 'KAYA', '05351427097', 'ERKEK', '1942-09-12 0:0:0', 633);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Orun', 'KARAKAŞ', '05385048767', 'ERKEK', '1949-01-05 0:0:0', 466);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ayçulpan', 'KAYA', '05324500809', 'KADIN', '1976-07-16 0:0:0', 455);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Akören', 'AYDIN', '05371982618', 'ERKEK', '1987-09-07 0:0:0', 508);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Özol', 'KÖKSAL', '05368879512', 'ERKEK', '1975-08-04 0:0:0', 56);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Okyan', 'CANBAZ', '05344035611', 'ERKEK', '1977-05-26 0:0:0', 443);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Bayramettin', 'KARAALP', '05323280467', 'ERKEK', '2001-05-20 0:0:0', 270);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('İrfide', 'TANİN', '05377563360', 'KADIN', '1984-07-06 0:0:0', 568);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Öztoklu', 'KAPLAN', '05341787712', 'ERKEK', '1959-08-02 0:0:0', 637);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ahmet', 'EZER', '05385107004', 'ERKEK', '1967-10-24 0:0:0', 689);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Mesure', 'YURDAKÖK', '05397096598', 'KADIN', '1988-02-24 0:0:0', 164);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Özbatu', 'İNCE', '05309535796', 'ERKEK', '1996-03-12 0:0:0', 811);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Çalış', 'KOÇ', '05391463674', 'ERKEK', '1949-08-09 0:0:0', 461);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Erek', 'KAÇIRA', '05303474777', 'ERKEK', '1982-10-01 0:0:0', 97);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Battal', 'SERT', '05385216318', 'ERKEK', '1948-03-04 0:0:0', 295);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Atmaca', 'SAĞLAM', '05368433570', 'ERKEK', '1986-06-04 0:0:0', 625);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Süslü', 'YAVUZ', '05373637109', 'KADIN', '2004-07-21 0:0:0', 392);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Mutait', 'GÜMÜŞAY', '05311975687', 'ERKEK', '1994-04-17 0:0:0', 706);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Canip', 'BAĞ', '05372403689', 'ERKEK', '1988-06-19 0:0:0', 865);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Talaykoç', 'TEVDİK', '05341116710', 'ERKEK', '1963-11-09 0:0:0', 601);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Nerve', 'BAHÇECİ', '05368277412', 'KADIN', '1962-09-06 0:0:0', 602);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Nürsel', 'ÖZER', '05343761449', 'KADIN', '1977-08-18 0:0:0', 652);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Olcabay', 'TÜRKDOĞAN', '05345248157', 'ERKEK', '1943-11-19 0:0:0', 530);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Fevzullah', 'GÜNGÖR', '05376494276', 'ERKEK', '2004-06-02 0:0:0', 274);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Tumay', 'ATAK', '05311142202', 'ERKEK', '1950-11-06 0:0:0', 649);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Nuzret', 'BALOĞLU', '05354624016', 'KADIN', '1993-07-21 0:0:0', 186);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Orkun', 'KARNAS', '05331601487', 'ERKEK', '1959-12-06 0:0:0', 697);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Alâaddin', 'CANDAN', '05359119181', 'ERKEK', '1983-05-16 0:0:0', 401);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ferhattin', 'ÇAKIR', '05326688071', 'ERKEK', '1944-01-16 0:0:0', 470);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Hızır', 'ASLAN', '05332325667', 'ERKEK', '1944-09-10 0:0:0', 670);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Çiçek', 'YEGEN YILMAZ', '05373449867', 'KADIN', '1976-03-12 0:0:0', 612);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Hani', 'GÜÇLÜ', '05378419760', 'KADIN', '1981-04-25 0:0:0', 860);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Nursuman', 'KARAMAHMUTOĞLU', '05308153279', 'KADIN', '1978-07-23 0:0:0', 181);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Dilmaç', 'BAYSOY', '05308391526', 'ERKEK', '1975-04-11 0:0:0', 812);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Rasiye', 'BAYRAMOĞLU', '05338542976', 'KADIN', '1962-01-12 0:0:0', 640);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('İmatullah', 'ALUÇLU', '05379686728', 'KADIN', '1974-07-11 0:0:0', 886);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Zoral', 'MELEKOĞLU', '05305124696', 'ERKEK', '1972-09-17 0:0:0', 421);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Haslet', 'YEŞİL', '05328065334', 'ERKEK', '1941-10-14 0:0:0', 262);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Korkan', 'KAYMAN KÖSE', '05317269509', 'ERKEK', '1979-11-22 0:0:0', 849);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Oğuztüzün', 'YÜKSEL', '05332904894', 'ERKEK', '1975-11-18 0:0:0', 751);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Tarkan', 'USTA GÜÇ', '05351590500', 'ERKEK', '1963-07-11 0:0:0', 448);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Cumali', 'ŞEN GÖKÇEİMAM', '05329492101', 'ERKEK', '1973-11-08 0:0:0', 539);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Akçam', 'KOCASARAÇ', '05314352367', 'ERKEK', '1981-09-10 0:0:0', 479);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Gülcay', 'BARÇAK', '05308398813', 'KADIN', '1980-03-08 0:0:0', 292);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Uluant', 'ÖKTEM', '05353226194', 'ERKEK', '2000-01-20 0:0:0', 726);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Alanur', 'ŞENGÜLEROĞLU', '05376110784', 'KADIN', '1999-02-24 0:0:0', 724);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Fadik', 'YARDIMCI', '05325145538', 'KADIN', '1953-11-18 0:0:0', 360);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Kanber', 'ALTUNA', '05354677509', 'ERKEK', '1968-09-03 0:0:0', 484);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Sarıer', 'ATCI', '05317836740', 'ERKEK', '1948-12-17 0:0:0', 123);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Rengül', 'KALEM', '05366968069', 'KADIN', '1973-03-10 0:0:0', 60);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Abuzer', 'GİDER', '05376199489', 'ERKEK', '1960-03-22 0:0:0', 200);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Üveys', 'ARSLAN', '05344807606', 'ERKEK', '1952-09-17 0:0:0', 120);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Akdurmuş', 'BÜYÜKKALAYCI', '05385932626', 'ERKEK', '1948-03-18 0:0:0', 563);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Uğurol', 'YILMAZ', '05366077906', 'ERKEK', '1970-06-25 0:0:0', 767);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Kayı', 'BAŞER', '05318720397', 'ERKEK', '1960-10-08 0:0:0', 782);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('İsmetullah', 'DÜNDAR', '05389332989', 'ERKEK', '1985-05-16 0:0:0', 678);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Okatan', 'UYGUR', '05338453871', 'ERKEK', '1955-02-17 0:0:0', 7);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Aydin', 'ŞAHİNER', '05389081659', 'ERKEK', '1948-06-14 0:0:0', 565);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Demircan', 'DÖNERTAŞ', '05396459589', 'ERKEK', '1963-11-17 0:0:0', 237);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Bürhan', 'ÖZDOĞAN KAVZOĞLU', '05334810498', 'ERKEK', '1958-11-25 0:0:0', 493);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Joanna', 'DEMİR', '05341756896', 'KADIN', '1961-03-07 0:0:0', 244);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Çiğse', 'ÜNVER', '05343997148', 'KADIN', '1958-08-21 0:0:0', 122);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Cihanşah', 'BOLKAN', '05382950480', 'ERKEK', '1949-11-24 0:0:0', 546);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ötüken', 'ŞİRİN', '05351103729', 'ERKEK', '1959-01-01 0:0:0', 37);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Üstüner', 'KÜFECİLER', '05392216018', 'ERKEK', '1956-12-05 0:0:0', 878);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('İzzetin', 'MEMİŞ', '05342288217', 'ERKEK', '1996-07-19 0:0:0', 841);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ünkaya', 'ERYAVUZ', '05358419907', 'ERKEK', '1953-03-04 0:0:0', 128);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Pembesin', 'SÖZER', '05368192967', 'KADIN', '1949-11-10 0:0:0', 593);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Nafii', 'ASLANKARA', '05365730764', 'ERKEK', '1957-12-05 0:0:0', 453);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Zemzem', 'ÖZCANLI', '05311657507', 'KADIN', '2004-07-23 0:0:0', 627);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Domaniç', 'BEYOĞLU', '05364496197', 'ERKEK', '1976-10-06 0:0:0', 58);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Şebnem', 'ÖZKAN', '05312341384', 'KADIN', '2001-11-26 0:0:0', 321);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Meyrem', 'TANRIKULU', '05357221677', 'KADIN', '1970-06-13 0:0:0', 638);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ergincan', 'İNANMAZ', '05316551096', 'ERKEK', '1965-02-09 0:0:0', 600);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Mahli', 'KEBAPCILAR', '05315454507', 'ERKEK', '1942-04-24 0:0:0', 73);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Kişmiş', 'EKİZ', '05354264170', 'KADIN', '1989-01-19 0:0:0', 682);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Asker', 'KILIÇ', '05339769659', 'ERKEK', '1972-09-17 0:0:0', 663);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Kuzey', 'NAR', '05367970444', 'ERKEK', '1969-02-25 0:0:0', 397);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Nergahan', 'ALTUN', '05309044637', 'KADIN', '1957-03-23 0:0:0', 569);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Telvin', 'KAAN', '05358669130', 'KADIN', '1949-09-01 0:0:0', 594);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Göğünç', 'SARI', '05377848146', 'KADIN', '1954-06-03 0:0:0', 388);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Hattat', 'AÇAR', '05306124846', 'ERKEK', '1992-04-08 0:0:0', 803);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Naciye', 'ÖZDİL', '05368565499', 'KADIN', '1956-11-15 0:0:0', 444);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ataöv', 'ÇATUK', '05379626815', 'ERKEK', '1992-03-11 0:0:0', 626);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Akartuna', 'AYDEMİR', '05393353680', 'ERKEK', '1966-05-05 0:0:0', 609);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Gürselin', 'ÖZKAN', '05375406835', 'KADIN', '1982-06-11 0:0:0', 399);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Mengüberti', 'ÜLGEN', '05387063469', 'ERKEK', '1980-10-05 0:0:0', 884);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Sabriye', 'DÜZGÜN', '05384713087', 'KADIN', '1955-10-03 0:0:0', 781);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Cülye', 'AK', '05384978999', 'KADIN', '1965-02-26 0:0:0', 779);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Nurdil', 'KOCABAŞ', '05371516904', 'KADIN', '1950-02-11 0:0:0', 827);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Asutay', 'KAMACI', '05389410682', 'ERKEK', '1987-12-27 0:0:0', 710);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Koraltan', 'YILMAZ', '05397708381', 'ERKEK', '1983-06-10 0:0:0', 821);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Çağlayantürk', 'DÜZ', '05374502740', 'ERKEK', '1948-04-14 0:0:0', 899);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Kehribar', 'TAŞTEKİN', '05374333885', 'KADIN', '1960-03-03 0:0:0', 596);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Uluhan', 'KAVMAZ', '05355181148', 'ERKEK', '1969-09-15 0:0:0', 629);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Mebruk', 'AYIK', '05387733285', 'ERKEK', '1949-08-11 0:0:0', 529);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Ambere', 'ÖRENÇ', '05382046376', 'KADIN', '1986-03-11 0:0:0', 503);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('İzbörü', 'YILMAZ', '05393086754', 'ERKEK', '1941-04-14 0:0:0', 266);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Özgenay', 'KARACAN ', '05367372387', 'ERKEK', '1944-08-21 0:0:0', 76);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Öntaş', '1', '05377470307', 'ERKEK', '1993-04-07 0:0:0', 255);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('İsminaz', 'SEZGİN', '05376767154', 'KADIN', '1997-11-16 0:0:0', 760);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Yaver', 'ÖZKAYNAR', '05375331928', 'ERKEK', '1982-07-03 0:0:0', 446);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Akkurt', 'SARAÇOĞLU', '05378604137', 'ERKEK', '1982-06-05 0:0:0', 282);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Benefşi', 'DERE', '05302901590', 'KADIN', '1970-02-12 0:0:0', 139);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Eral', 'ÇETİN', '05315744477', 'ERKEK', '1947-05-10 0:0:0', 387);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Demirkol', 'TÜRE', '05351289071', 'ERKEK', '1983-03-17 0:0:0', 390);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Türkkan', 'NİZAM', '05336445078', 'ERKEK', '1987-12-18 0:0:0', 754);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Talibe', 'ÇİFT', '05311835555', 'KADIN', '1970-01-22 0:0:0', 221);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Savgat', 'YÜCEL', '05307058762', 'ERKEK', '2004-02-03 0:0:0', 338);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Bekbars', 'ALTAŞ', '05393806562', 'ERKEK', '1958-07-24 0:0:0', 218);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Benek', 'KILIÇOĞLU', '05388169807', 'KADIN', '1965-09-16 0:0:0', 118);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Idık', 'KUTAN', '05323989845', 'ERKEK', '1999-05-20 0:0:0', 72);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Bars', 'BİLGİ', '05309177416', 'ERKEK', '1991-04-26 0:0:0', 465);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Yeliz', 'BOZKURT', '05341247684', 'KADIN', '1943-09-25 0:0:0', 246);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Emini', 'YÜZER', '05305395150', 'KADIN', '1988-04-24 0:0:0', 608);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Serol', 'CEYLAN', '05302671139', 'ERKEK', '1970-04-19 0:0:0', 236);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Kiram', 'EMELİ', '05323448721', 'ERKEK', '1999-01-19 0:0:0', 619);
Insert into [Insan] ([Ad], [Soyad], [TelNo], [Cinsiyet], [DogumTarih], [AdresNo]) values ('Asif', 'ALBEN', '05393885184', 'ERKEK', '1983-03-05 0:0:0', 439);
